# eigendata as a function of alpha m=2, n=0
# node, \tilde{\sigma}, \alpha, \tilde{fpara}
1 4.1114E-01 0.1 0.08067990189561706
1 2.8913E-01 0.2 0.08067990189561706
1 2.1605E-01 0.3 0.08067990189561706
1 1.6392E-01 0.4 0.08067990189561706
1 1.2354E-01 0.5 0.08067990189561706
1 9.0692E-02 0.6 0.08067990189561706
1 6.3074E-02 0.7 0.08067990189561706
1 3.9307E-02 0.8 0.08067990189561706
1 1.8489E-02 0.9 0.08067990189561706
1 8.9844E-03 0.95 0.08067990189561706
1 1.7578E-03 0.99 0.08067990189561706
